Name,StudyHours,Attendance,Result,ResultNumeric,TotalMarks
Student_8557,0.67,46.67,Fail,0,34.65
Student_8558,5.94,75.41,Pass,1,92.19
Student_8559,7.72,80.9,Pass,1,100.0
Student_8560,8.28,96.06,Pass,1,100.0
Student_8561,1.71,86.81,Pass,1,66.5
Student_8562,8.97,78.63,Pass,1,100.0
Student_8563,6.56,47.01,Pass,1,78.48
Student_8564,8.82,62.42,Pass,1,100.0
Student_8565,4.85,48.33,Pass,1,69.6
Student_8566,5.42,92.87,Pass,1,100.0
Student_8567,9.19,84.98,Pass,1,100.0
Student_8568,9.0,85.45,Pass,1,100.0
Student_8569,4.48,79.14,Pass,1,80.82
Student_8570,2.74,70.42,Pass,1,65.59
Student_8571,3.93,49.0,Pass,1,58.62
Student_8572,3.88,59.78,Pass,1,68.37
Student_8573,2.87,48.21,Pass,1,50.72
Student_8574,2.69,83.49,Pass,1,73.77
Student_8575,8.61,49.61,Pass,1,93.76
Student_8576,0.7,82.13,Pass,1,55.84
Student_8577,6.78,81.54,Pass,1,99.96
Student_8578,1.73,67.56,Pass,1,46.68
Student_8579,3.45,48.11,Pass,1,55.64
Student_8580,0.62,58.89,Pass,1,47.98
Student_8581,2.7,59.21,Pass,1,49.83
Student_8582,7.68,82.02,Pass,1,100.0
Student_8583,8.85,46.82,Pass,1,100.0
Student_8584,2.22,89.74,Pass,1,83.1
Student_8585,4.64,85.66,Pass,1,86.05
Student_8586,4.7,51.18,Pass,1,65.15
Student_8587,8.74,83.15,Pass,1,100.0
Student_8588,7.63,80.11,Pass,1,100.0
Student_8589,5.13,84.89,Pass,1,87.64
Student_8590,6.71,51.34,Pass,1,82.63
Student_8591,8.47,49.46,Pass,1,88.19
Student_8592,0.1,54.19,Fail,0,37.73
Student_8593,4.03,61.95,Pass,1,75.2
Student_8594,9.07,87.62,Pass,1,100.0
Student_8595,7.4,84.28,Pass,1,100.0
Student_8596,5.43,95.53,Pass,1,100.0
Student_8597,5.3,43.52,Pass,1,60.15
Student_8598,3.48,40.69,Pass,1,52.54
Student_8599,5.21,81.95,Pass,1,91.88
Student_8600,6.55,56.76,Pass,1,88.01
Student_8601,4.18,60.04,Pass,1,72.14
Student_8602,7.14,72.81,Pass,1,100.0
Student_8603,8.61,46.14,Pass,1,86.75
Student_8604,1.55,78.56,Pass,1,62.21
Student_8605,4.52,59.51,Pass,1,72.35
Student_8606,4.08,77.96,Pass,1,74.9
Student_8607,6.87,90.04,Pass,1,100.0
Student_8608,2.5,50.27,Pass,1,57.86
Student_8609,6.4,95.85,Pass,1,100.0
Student_8610,8.77,71.84,Pass,1,100.0
Student_8611,4.18,95.38,Pass,1,87.29
Student_8612,9.11,52.46,Pass,1,91.77
Student_8613,9.93,76.27,Pass,1,100.0
Student_8614,1.06,64.23,Pass,1,48.85
Student_8615,2.33,86.45,Pass,1,68.64
Student_8616,9.5,76.35,Pass,1,100.0
Student_8617,9.58,69.67,Pass,1,100.0
Student_8618,0.98,94.78,Pass,1,65.59
Student_8619,0.15,62.63,Fail,0,38.95
Student_8620,1.61,53.2,Pass,1,45.05
Student_8621,9.96,76.49,Pass,1,100.0
Student_8622,1.8,77.44,Pass,1,56.58
Student_8623,5.03,66.35,Pass,1,82.18
Student_8624,8.48,69.2,Pass,1,100.0
Student_8625,0.2,97.57,Pass,1,66.82
Student_8626,6.04,83.96,Pass,1,100.0
Student_8627,2.77,46.64,Pass,1,46.7
Student_8628,8.62,52.73,Pass,1,100.0
Student_8629,2.83,98.53,Pass,1,77.49
Student_8630,6.87,83.59,Pass,1,100.0
Student_8631,6.74,94.9,Pass,1,100.0
Student_8632,2.21,58.23,Pass,1,56.1
Student_8633,0.35,84.51,Pass,1,61.29
Student_8634,4.09,82.84,Pass,1,83.18
Student_8635,2.89,57.68,Pass,1,61.55
Student_8636,8.09,73.05,Pass,1,100.0
Student_8637,8.0,77.64,Pass,1,100.0
Student_8638,4.57,68.87,Pass,1,78.24
Student_8639,6.07,89.63,Pass,1,100.0
Student_8640,6.04,89.97,Pass,1,100.0
Student_8641,8.27,91.04,Pass,1,100.0
Student_8642,4.25,88.21,Pass,1,75.99
Student_8643,2.75,69.29,Pass,1,62.7
Student_8644,2.65,62.89,Pass,1,48.45
Student_8645,5.36,89.88,Pass,1,91.85
Student_8646,4.49,69.41,Pass,1,73.19
Student_8647,4.4,54.78,Pass,1,65.22
Student_8648,0.91,70.44,Pass,1,53.65
Student_8649,7.19,48.51,Pass,1,91.81
Student_8650,2.14,81.5,Pass,1,68.56
Student_8651,1.97,60.16,Pass,1,55.02
Student_8652,4.13,55.64,Pass,1,69.7
Student_8653,2.28,97.39,Pass,1,64.19
Student_8654,5.84,86.61,Pass,1,98.74
Student_8655,3.71,87.22,Pass,1,73.03
Student_8656,4.49,77.42,Pass,1,84.92
Student_8657,5.37,90.35,Pass,1,86.7
Student_8658,2.04,85.55,Pass,1,66.75
Student_8659,1.56,75.93,Pass,1,60.78
Student_8660,8.8,97.67,Pass,1,100.0
Student_8661,4.34,51.5,Pass,1,70.43
Student_8662,4.12,96.6,Pass,1,93.45
Student_8663,0.36,64.09,Pass,1,43.24
Student_8664,4.98,71.7,Pass,1,86.35
Student_8665,5.54,47.36,Pass,1,70.94
Student_8666,5.59,72.41,Pass,1,88.93
Student_8667,7.07,76.67,Pass,1,100.0
Student_8668,1.77,99.86,Pass,1,74.01
Student_8669,2.52,98.51,Pass,1,75.91
Student_8670,8.11,97.98,Pass,1,100.0
Student_8671,9.47,60.9,Pass,1,100.0
Student_8672,1.36,99.48,Pass,1,68.61
Student_8673,4.98,67.33,Pass,1,76.55
Student_8674,2.14,91.11,Pass,1,76.05
Student_8675,0.6,52.98,Fail,0,30.73
Student_8676,3.26,70.35,Pass,1,67.43
Student_8677,1.44,97.96,Pass,1,76.13
Student_8678,7.1,96.82,Pass,1,100.0
Student_8679,5.34,81.02,Pass,1,97.41
Student_8680,1.44,87.87,Pass,1,61.29
Student_8681,0.09,50.59,Fail,0,35.0
Student_8682,8.08,83.3,Pass,1,100.0
Student_8683,1.76,77.08,Pass,1,58.95
Student_8684,6.06,45.49,Pass,1,74.87
Student_8685,3.37,46.79,Pass,1,52.15
Student_8686,5.85,46.51,Pass,1,72.9
Student_8687,3.16,83.46,Pass,1,72.89
Student_8688,0.87,48.5,Fail,0,31.15
Student_8689,2.23,68.06,Pass,1,62.96
Student_8690,1.88,61.42,Pass,1,50.98
Student_8691,4.28,73.03,Pass,1,79.07
Student_8692,6.58,82.39,Pass,1,100.0
Student_8693,2.64,81.08,Pass,1,70.04
Student_8694,0.12,70.93,Pass,1,43.98
Student_8695,5.19,67.86,Pass,1,80.71
Student_8696,6.06,63.87,Pass,1,93.89
Student_8697,9.63,91.71,Pass,1,100.0
Student_8698,5.89,59.85,Pass,1,83.12
Student_8699,4.71,55.56,Pass,1,68.78
Student_8700,5.73,84.6,Pass,1,96.01
Student_8701,9.28,61.59,Pass,1,100.0
Student_8702,8.28,90.82,Pass,1,100.0
Student_8703,3.23,59.67,Pass,1,54.78
Student_8704,2.37,82.12,Pass,1,71.53
Student_8705,2.63,42.71,Pass,1,52.3
Student_8706,5.04,63.13,Pass,1,70.76
Student_8707,7.44,60.59,Pass,1,94.97
Student_8708,5.03,89.0,Pass,1,88.32
Student_8709,0.68,98.02,Pass,1,66.4
Student_8710,7.24,67.65,Pass,1,96.72
Student_8711,8.06,89.49,Pass,1,100.0
Student_8712,2.89,81.98,Pass,1,70.25
Student_8713,6.64,98.04,Pass,1,100.0
Student_8714,4.27,88.67,Pass,1,88.51
Student_8715,8.89,44.65,Pass,1,99.06
Student_8716,8.45,82.8,Pass,1,100.0
Student_8717,5.25,72.13,Pass,1,88.14
Student_8718,6.92,40.99,Pass,1,78.64
Student_8719,8.83,55.08,Pass,1,100.0
Student_8720,4.96,95.31,Pass,1,90.69
Student_8721,3.13,95.56,Pass,1,73.75
Student_8722,7.54,87.93,Pass,1,100.0
Student_8723,2.2,98.91,Pass,1,66.55
Student_8724,3.89,88.39,Pass,1,87.52
Student_8725,8.66,40.61,Pass,1,96.4
Student_8726,7.24,57.27,Pass,1,98.32
Student_8727,4.04,41.84,Pass,1,52.14
Student_8728,2.15,45.65,Pass,1,48.32
Student_8729,3.56,53.13,Pass,1,60.64
Student_8730,2.84,70.21,Pass,1,65.68
Student_8731,1.76,90.85,Pass,1,71.72
Student_8732,7.43,91.72,Pass,1,100.0
Student_8733,2.52,76.97,Pass,1,79.28
Student_8734,4.54,95.69,Pass,1,100.0
Student_8735,3.86,70.0,Pass,1,70.22
Student_8736,9.82,93.34,Pass,1,100.0
Student_8737,3.91,67.24,Pass,1,71.18
Student_8738,0.8,56.63,Pass,1,41.29
Student_8739,0.9,94.98,Pass,1,69.52
Student_8740,5.91,63.28,Pass,1,79.4
Student_8741,5.99,70.2,Pass,1,91.47
Student_8742,4.19,59.73,Pass,1,61.71
Student_8743,4.32,79.77,Pass,1,84.6
Student_8744,0.54,99.7,Pass,1,63.6
Student_8745,5.17,41.53,Pass,1,75.96
Student_8746,5.05,93.99,Pass,1,89.06
Student_8747,1.5,40.24,Pass,1,43.0
Student_8748,1.04,61.85,Fail,0,36.91
Student_8749,1.24,50.12,Fail,0,33.36
Student_8750,1.01,85.44,Pass,1,50.96
Student_8751,6.1,43.04,Pass,1,75.88
Student_8752,1.96,73.21,Pass,1,53.74
Student_8753,2.51,57.7,Pass,1,47.96
Student_8754,1.74,48.02,Pass,1,43.75
Student_8755,9.58,86.31,Pass,1,100.0
Student_8756,8.55,53.05,Pass,1,100.0
Student_8757,2.3,53.42,Pass,1,49.64
Student_8758,3.28,56.5,Pass,1,69.28
Student_8759,2.1,75.21,Pass,1,62.66
Student_8760,4.92,79.58,Pass,1,91.14
Student_8761,0.2,41.06,Fail,0,26.95
Student_8762,6.71,54.51,Pass,1,80.9
Student_8763,5.23,65.86,Pass,1,84.11
Student_8764,8.99,59.92,Pass,1,100.0
Student_8765,1.64,93.05,Pass,1,68.5
Student_8766,8.04,87.26,Pass,1,100.0
Student_8767,7.92,77.55,Pass,1,100.0
Student_8768,1.27,60.28,Fail,0,38.28
Student_8769,3.99,82.04,Pass,1,85.69
Student_8770,1.7,90.62,Pass,1,64.65
Student_8771,2.55,75.69,Pass,1,62.73
Student_8772,2.63,87.07,Pass,1,74.11
Student_8773,5.56,84.95,Pass,1,93.52
Student_8774,4.11,74.3,Pass,1,79.55
Student_8775,9.48,58.73,Pass,1,100.0
Student_8776,1.26,84.75,Pass,1,61.92
Student_8777,9.74,52.41,Pass,1,100.0
Student_8778,2.31,86.77,Pass,1,71.51
Student_8779,7.73,88.27,Pass,1,100.0
Student_8780,3.39,89.33,Pass,1,77.88
Student_8781,1.43,68.37,Pass,1,57.04
Student_8782,8.58,51.55,Pass,1,99.31
Student_8783,3.09,45.98,Pass,1,55.98
Student_8784,6.59,84.6,Pass,1,100.0
Student_8785,5.66,93.18,Pass,1,100.0
Student_8786,4.72,79.05,Pass,1,86.94
Student_8787,4.96,48.65,Pass,1,74.94
Student_8788,7.32,96.09,Pass,1,100.0
Student_8789,0.88,99.35,Pass,1,69.04
Student_8790,6.68,66.0,Pass,1,91.2
Student_8791,8.96,75.69,Pass,1,100.0
Student_8792,0.58,86.63,Pass,1,59.82
Student_8793,1.41,84.18,Pass,1,62.18
Student_8794,7.17,98.07,Pass,1,100.0
Student_8795,4.37,46.89,Pass,1,67.98
Student_8796,4.04,74.84,Pass,1,74.19
Student_8797,1.37,81.52,Pass,1,50.96
Student_8798,5.07,93.41,Pass,1,96.97
Student_8799,1.27,92.45,Pass,1,71.58
Student_8800,4.77,98.68,Pass,1,100.0
Student_8801,7.64,70.72,Pass,1,100.0
Student_8802,2.58,89.85,Pass,1,74.77
Student_8803,4.81,65.64,Pass,1,80.46
Student_8804,9.92,65.34,Pass,1,100.0
Student_8805,6.87,55.2,Pass,1,90.66
Student_8806,8.41,89.09,Pass,1,100.0
Student_8807,4.15,99.15,Pass,1,97.75
Student_8808,7.68,55.38,Pass,1,98.28
Student_8809,0.41,43.37,Fail,0,33.35
Student_8810,1.23,88.93,Pass,1,62.17
Student_8811,2.03,77.21,Pass,1,72.2
Student_8812,4.02,97.58,Pass,1,93.13
Student_8813,8.46,55.13,Pass,1,100.0
Student_8814,3.46,44.26,Pass,1,50.43
Student_8815,6.55,69.55,Pass,1,93.64
Student_8816,7.09,45.13,Pass,1,84.37
Student_8817,5.86,55.71,Pass,1,76.37
Student_8818,3.57,47.56,Pass,1,55.63
Student_8819,5.77,53.45,Pass,1,77.4
Student_8820,3.42,46.37,Pass,1,55.46
Student_8821,0.84,97.23,Pass,1,56.24
Student_8822,9.93,56.71,Pass,1,100.0
Student_8823,1.27,66.63,Pass,1,48.25
Student_8824,0.72,93.92,Pass,1,62.01
Student_8825,8.79,80.64,Pass,1,100.0
Student_8826,3.02,77.08,Pass,1,80.67
Student_8827,6.5,82.33,Pass,1,100.0
Student_8828,3.29,89.73,Pass,1,73.99
Student_8829,3.91,92.66,Pass,1,85.15
Student_8830,2.62,78.56,Pass,1,71.08
Student_8831,3.43,93.4,Pass,1,85.9
Student_8832,4.11,72.12,Pass,1,81.09
Student_8833,7.2,56.64,Pass,1,91.1
Student_8834,5.12,92.8,Pass,1,94.82
Student_8835,9.44,72.49,Pass,1,100.0
Student_8836,0.42,94.37,Pass,1,60.28
Student_8837,5.03,42.41,Pass,1,60.6
Student_8838,5.84,63.85,Pass,1,92.41
Student_8839,9.2,96.87,Pass,1,100.0
Student_8840,0.49,54.98,Fail,0,19.43
Student_8841,5.73,96.49,Pass,1,100.0
Student_8842,8.54,97.23,Pass,1,100.0
Student_8843,2.42,92.93,Pass,1,77.19
Student_8844,8.76,73.82,Pass,1,100.0
Student_8845,0.19,78.82,Pass,1,48.52
Student_8846,7.32,92.18,Pass,1,100.0
Student_8847,9.33,86.55,Pass,1,100.0
Student_8848,6.57,77.81,Pass,1,100.0
Student_8849,4.39,98.94,Pass,1,89.25
Student_8850,0.45,81.14,Pass,1,53.86
Student_8851,9.2,98.53,Pass,1,100.0
Student_8852,4.7,43.44,Pass,1,65.57
Student_8853,0.29,48.34,Fail,0,37.53
Student_8854,6.9,67.09,Pass,1,98.27
Student_8855,4.82,63.09,Pass,1,78.56
Student_8856,1.24,86.96,Pass,1,63.93
Student_8857,2.14,49.64,Pass,1,49.97
Student_8858,0.64,98.57,Pass,1,62.33
Student_8859,5.74,58.9,Pass,1,74.75
Student_8860,6.22,65.74,Pass,1,93.97
Student_8861,5.06,56.48,Pass,1,80.18
Student_8862,8.17,74.76,Pass,1,100.0
Student_8863,8.61,43.52,Pass,1,92.25
Student_8864,6.16,48.98,Pass,1,70.88
Student_8865,0.13,84.75,Pass,1,52.32
Student_8866,6.95,51.19,Pass,1,79.57
Student_8867,4.18,54.13,Pass,1,58.47
Student_8868,5.66,87.58,Pass,1,97.72
Student_8869,6.49,45.6,Pass,1,75.46
Student_8870,3.5,66.25,Pass,1,69.48
Student_8871,9.17,41.38,Pass,1,97.39
Student_8872,1.34,60.81,Pass,1,44.17
Student_8873,6.72,81.94,Pass,1,94.4
Student_8874,0.04,45.41,Fail,0,23.3
Student_8875,9.25,93.3,Pass,1,100.0
Student_8876,1.13,94.57,Pass,1,59.66
Student_8877,0.95,46.3,Fail,0,33.73
Student_8878,3.33,99.44,Pass,1,80.57
Student_8879,3.74,57.85,Pass,1,63.81
Student_8880,2.14,45.05,Pass,1,45.35
Student_8881,5.85,40.3,Pass,1,66.85
Student_8882,4.43,64.51,Pass,1,76.27
Student_8883,0.34,77.79,Pass,1,42.59
Student_8884,3.2,59.93,Pass,1,56.0
Student_8885,8.1,90.2,Pass,1,100.0
Student_8886,6.9,83.0,Pass,1,100.0
Student_8887,7.25,61.01,Pass,1,98.94
Student_8888,6.98,84.06,Pass,1,100.0
Student_8889,3.11,96.43,Pass,1,80.86
Student_8890,1.0,45.59,Fail,0,34.72
Student_8891,2.72,58.37,Pass,1,51.62
Student_8892,8.32,67.8,Pass,1,100.0
Student_8893,9.8,69.88,Pass,1,100.0
Student_8894,4.94,72.53,Pass,1,79.16
Student_8895,0.1,58.04,Pass,1,41.79
Student_8896,1.4,80.04,Pass,1,51.91
Student_8897,3.22,78.71,Pass,1,75.42
Student_8898,5.79,74.67,Pass,1,86.09
Student_8899,0.75,46.83,Fail,0,30.0
Student_8900,9.43,68.62,Pass,1,100.0
Student_8901,3.65,61.37,Pass,1,62.64
Student_8902,9.13,69.46,Pass,1,100.0
Student_8903,7.81,95.31,Pass,1,100.0
Student_8904,7.55,68.83,Pass,1,100.0
Student_8905,6.07,40.84,Pass,1,69.98
Student_8906,6.27,66.33,Pass,1,90.22
Student_8907,6.38,89.24,Pass,1,100.0
Student_8908,6.29,86.8,Pass,1,100.0
Student_8909,5.54,70.8,Pass,1,83.73
Student_8910,9.86,54.99,Pass,1,100.0
Student_8911,7.32,67.91,Pass,1,100.0
Student_8912,7.77,73.82,Pass,1,100.0
Student_8913,8.72,99.99,Pass,1,100.0
Student_8914,2.16,78.65,Pass,1,70.4
Student_8915,0.84,81.66,Pass,1,58.75
Student_8916,4.83,69.49,Pass,1,80.68
Student_8917,5.14,61.27,Pass,1,62.93
Student_8918,8.29,88.78,Pass,1,100.0
Student_8919,4.44,69.7,Pass,1,75.38
Student_8920,5.71,99.68,Pass,1,100.0
Student_8921,5.27,67.43,Pass,1,73.13
Student_8922,0.38,44.08,Fail,0,31.96
Student_8923,6.15,80.95,Pass,1,90.53
Student_8924,8.28,42.8,Pass,1,92.51
Student_8925,1.58,55.03,Pass,1,50.18
Student_8926,5.94,61.22,Pass,1,81.91
Student_8927,5.94,84.37,Pass,1,100.0
Student_8928,1.64,69.65,Pass,1,51.18
Student_8929,1.23,41.72,Fail,0,37.87
Student_8930,9.8,77.01,Pass,1,100.0
Student_8931,3.94,64.69,Pass,1,75.49
Student_8932,2.27,95.31,Pass,1,79.73
Student_8933,1.71,69.97,Pass,1,58.0
Student_8934,6.68,82.54,Pass,1,100.0
Student_8935,6.09,53.13,Pass,1,73.59
Student_8936,6.44,85.66,Pass,1,100.0
Student_8937,0.88,83.26,Pass,1,62.55
Student_8938,8.94,94.24,Pass,1,100.0
Student_8939,3.89,42.03,Pass,1,48.57
Student_8940,3.13,66.85,Pass,1,59.53
Student_8941,4.62,80.75,Pass,1,91.68
Student_8942,3.9,45.71,Pass,1,61.07
Student_8943,8.64,64.64,Pass,1,100.0
Student_8944,9.29,96.53,Pass,1,100.0
Student_8945,3.03,66.16,Pass,1,60.81
Student_8946,8.64,99.12,Pass,1,100.0
Student_8947,7.82,43.41,Pass,1,87.83
Student_8948,9.31,83.07,Pass,1,100.0
Student_8949,2.46,74.86,Pass,1,56.61
Student_8950,5.77,70.03,Pass,1,87.25
Student_8951,2.75,98.25,Pass,1,87.51
Student_8952,8.24,47.78,Pass,1,98.33
Student_8953,0.05,93.76,Pass,1,55.91
Student_8954,5.65,81.47,Pass,1,93.35
Student_8955,3.39,55.54,Pass,1,54.66
Student_8956,3.23,94.1,Pass,1,80.96
Student_8957,6.45,65.76,Pass,1,92.27
Student_8958,8.51,88.85,Pass,1,100.0
Student_8959,6.09,63.33,Pass,1,83.62
Student_8960,8.53,91.06,Pass,1,100.0
Student_8961,2.65,78.2,Pass,1,63.37
Student_8962,5.2,48.46,Pass,1,71.8
Student_8963,4.51,78.98,Pass,1,87.39
Student_8964,0.12,51.48,Fail,0,35.0
Student_8965,5.57,64.72,Pass,1,77.54
Student_8966,6.62,50.22,Pass,1,83.83
Student_8967,5.92,41.32,Pass,1,68.77
Student_8968,7.36,52.71,Pass,1,95.56
Student_8969,5.71,72.18,Pass,1,88.18
Student_8970,0.67,68.89,Fail,0,39.1
Student_8971,1.16,70.09,Pass,1,50.23
Student_8972,5.96,54.86,Pass,1,82.89
Student_8973,2.75,81.11,Pass,1,71.89
Student_8974,0.8,82.26,Pass,1,53.2
Student_8975,4.3,61.48,Pass,1,68.36
Student_8976,5.54,92.87,Pass,1,95.1
Student_8977,3.29,78.64,Pass,1,71.53
Student_8978,7.2,82.78,Pass,1,100.0
Student_8979,6.44,56.64,Pass,1,90.35
Student_8980,3.33,40.04,Pass,1,46.16
Student_8981,7.55,91.92,Pass,1,100.0
Student_8982,6.49,89.35,Pass,1,100.0
Student_8983,6.37,47.39,Pass,1,84.12
Student_8984,5.53,62.45,Pass,1,87.16
Student_8985,0.11,79.68,Pass,1,52.17
Student_8986,6.97,79.13,Pass,1,100.0
Student_8987,3.76,91.62,Pass,1,79.81
Student_8988,9.43,48.42,Pass,1,99.15
Student_8989,8.18,65.8,Pass,1,100.0
Student_8990,5.88,45.83,Pass,1,78.3
Student_8991,2.52,63.38,Pass,1,58.55
Student_8992,2.04,40.91,Pass,1,45.21
Student_8993,3.4,93.9,Pass,1,88.55
Student_8994,4.77,71.62,Pass,1,77.5
Student_8995,2.96,90.99,Pass,1,78.43
Student_8996,5.15,43.59,Pass,1,67.29
Student_8997,1.65,53.65,Pass,1,43.75
Student_8998,9.78,55.56,Pass,1,100.0
Student_8999,1.08,63.2,Pass,1,52.48
Student_9000,9.32,88.17,Pass,1,100.0
Student_9001,9.14,63.19,Pass,1,100.0
Student_9002,5.25,52.28,Pass,1,69.35
Student_9003,7.25,43.9,Pass,1,87.72
Student_9004,4.36,44.77,Pass,1,56.72
Student_9005,6.3,85.6,Pass,1,100.0
Student_9006,3.41,66.69,Pass,1,69.71
Student_9007,3.01,83.57,Pass,1,72.16
Student_9008,5.78,80.94,Pass,1,96.39
Student_9009,4.98,48.12,Pass,1,69.64
Student_9010,5.8,48.57,Pass,1,75.35
Student_9011,2.87,85.32,Pass,1,74.22
Student_9012,3.67,83.28,Pass,1,79.64
Student_9013,0.84,62.68,Pass,1,44.98
Student_9014,0.52,44.65,Fail,0,31.25
Student_9015,2.53,40.73,Fail,0,39.16
Student_9016,0.74,57.29,Fail,0,39.53
Student_9017,1.04,40.55,Fail,0,33.97
Student_9018,8.13,53.8,Pass,1,97.81
Student_9019,0.39,65.17,Pass,1,46.99
Student_9020,6.59,47.28,Pass,1,84.19
Student_9021,2.73,46.26,Pass,1,45.24
Student_9022,8.72,93.79,Pass,1,100.0
Student_9023,4.85,75.13,Pass,1,82.32
Student_9024,3.06,96.07,Pass,1,82.1
Student_9025,5.18,60.75,Pass,1,77.88
Student_9026,3.82,80.63,Pass,1,82.0
Student_9027,5.64,52.28,Pass,1,77.37
Student_9028,1.15,77.1,Pass,1,61.61
Student_9029,9.97,47.78,Pass,1,100.0
Student_9030,4.26,40.12,Pass,1,54.0
Student_9031,3.48,95.89,Pass,1,83.04
Student_9032,7.1,73.29,Pass,1,100.0
Student_9033,3.64,95.62,Pass,1,78.42
Student_9034,8.33,60.03,Pass,1,95.93
Student_9035,4.54,59.67,Pass,1,72.18
Student_9036,7.2,64.04,Pass,1,100.0
Student_9037,1.07,82.36,Pass,1,64.51
Student_9038,8.46,73.95,Pass,1,100.0
Student_9039,7.36,95.52,Pass,1,100.0
Student_9040,2.12,41.53,Pass,1,42.24
Student_9041,1.45,82.49,Pass,1,53.44
Student_9042,3.16,59.82,Pass,1,61.13
Student_9043,9.76,50.81,Pass,1,100.0
Student_9044,2.57,70.62,Pass,1,67.52
Student_9045,4.56,70.3,Pass,1,78.53
Student_9046,0.3,48.22,Fail,0,24.94
Student_9047,3.97,52.11,Pass,1,55.53
Student_9048,5.71,64.49,Pass,1,84.27
Student_9049,9.53,64.53,Pass,1,100.0
Student_9050,5.17,59.05,Pass,1,74.2
Student_9051,8.19,48.91,Pass,1,96.02
Student_9052,5.47,40.26,Pass,1,62.63
Student_9053,0.41,98.21,Pass,1,67.18
Student_9054,3.15,96.61,Pass,1,89.12
Student_9055,5.76,69.02,Pass,1,82.41
Student_9056,9.51,99.7,Pass,1,100.0
Student_9057,8.59,80.42,Pass,1,100.0
Student_9058,2.28,44.13,Pass,1,44.71
Student_9059,2.2,47.06,Fail,0,38.86
Student_9060,2.01,94.97,Pass,1,72.35
Student_9061,9.22,77.8,Pass,1,100.0
Student_9062,8.53,90.59,Pass,1,100.0
Student_9063,7.75,93.9,Pass,1,100.0
Student_9064,3.93,66.88,Pass,1,70.0
Student_9065,5.04,42.91,Pass,1,66.78
Student_9066,4.64,51.3,Pass,1,61.36
Student_9067,2.53,43.99,Pass,1,42.87
Student_9068,5.05,51.32,Pass,1,78.96
Student_9069,0.3,64.63,Pass,1,41.45
Student_9070,1.32,47.09,Pass,1,43.46
Student_9071,8.87,50.0,Pass,1,100.0
Student_9072,7.52,66.75,Pass,1,100.0
Student_9073,4.23,60.41,Pass,1,60.09
Student_9074,5.17,68.06,Pass,1,81.25
Student_9075,3.7,65.75,Pass,1,77.27
Student_9076,7.41,78.67,Pass,1,100.0
Student_9077,7.84,96.23,Pass,1,100.0
Student_9078,7.63,46.47,Pass,1,88.89
Student_9079,7.23,45.96,Pass,1,82.73
Student_9080,2.05,91.17,Pass,1,65.97
Student_9081,3.38,70.38,Pass,1,63.78
Student_9082,4.7,85.98,Pass,1,93.22
Student_9083,3.31,52.93,Pass,1,60.8
Student_9084,7.55,89.73,Pass,1,100.0
Student_9085,3.29,95.43,Pass,1,86.12
Student_9086,1.38,78.13,Pass,1,58.63
Student_9087,3.99,46.35,Pass,1,64.54
Student_9088,9.8,93.72,Pass,1,100.0
Student_9089,2.26,87.55,Pass,1,65.28
Student_9090,6.12,85.05,Pass,1,100.0
Student_9091,4.33,42.2,Pass,1,51.62
Student_9092,0.71,87.94,Pass,1,59.11
Student_9093,4.88,48.28,Pass,1,71.03
Student_9094,7.02,53.34,Pass,1,81.6
Student_9095,5.13,74.63,Pass,1,83.74
Student_9096,8.72,55.9,Pass,1,100.0
Student_9097,2.89,79.68,Pass,1,72.1
Student_9098,0.86,76.48,Pass,1,51.37
Student_9099,9.37,46.49,Pass,1,96.99
Student_9100,3.78,79.36,Pass,1,77.59
Student_9101,5.76,95.44,Pass,1,95.08
Student_9102,7.92,49.67,Pass,1,92.0
Student_9103,3.24,75.82,Pass,1,69.21
Student_9104,7.16,60.51,Pass,1,92.91
Student_9105,1.35,67.58,Pass,1,48.55
Student_9106,2.91,57.22,Pass,1,50.07
Student_9107,1.45,61.25,Pass,1,46.52
Student_9108,8.11,41.73,Pass,1,94.57
Student_9109,2.23,98.89,Pass,1,83.48
Student_9110,7.17,77.49,Pass,1,100.0
Student_9111,9.43,70.04,Pass,1,100.0
Student_9112,5.28,63.02,Pass,1,74.07
Student_9113,5.4,72.36,Pass,1,84.57
Student_9114,4.61,62.81,Pass,1,74.45
Student_9115,3.26,61.59,Pass,1,62.61
Student_9116,4.76,67.84,Pass,1,79.13
Student_9117,6.03,56.56,Pass,1,94.21
Student_9118,9.86,50.8,Pass,1,100.0
Student_9119,9.38,73.4,Pass,1,100.0
Student_9120,8.62,90.57,Pass,1,100.0
Student_9121,8.89,49.17,Pass,1,97.54
Student_9122,4.68,41.96,Pass,1,64.58
Student_9123,6.57,54.81,Pass,1,90.62
Student_9124,8.95,98.78,Pass,1,100.0
Student_9125,3.93,89.73,Pass,1,86.24
Student_9126,9.62,75.75,Pass,1,100.0
Student_9127,4.16,95.75,Pass,1,86.26
Student_9128,6.01,66.72,Pass,1,85.63
Student_9129,7.1,99.0,Pass,1,100.0
Student_9130,9.51,57.78,Pass,1,100.0
Student_9131,2.45,54.42,Pass,1,59.33
Student_9132,7.46,78.28,Pass,1,100.0
Student_9133,5.21,62.69,Pass,1,80.06
Student_9134,2.69,77.58,Pass,1,59.92
Student_9135,7.77,58.3,Pass,1,90.71
Student_9136,5.52,77.08,Pass,1,88.42
Student_9137,6.61,56.54,Pass,1,90.84
Student_9138,3.23,43.06,Pass,1,41.29
